10:10431476-10436315:-	ENSBTAG00000025853	c
10:10431476-10499191:-	ENSBTAG00000025853	c
10:10480143-10499191:-	ENSBTAG00000025853	c
10:10488329-10499191:-	ENSBTAG00000025853	c
10:10618644-10619035:+	ENSBTAG00000006751	c
10:10618644-10622737:+	ENSBTAG00000006751	c
10:10618644-10645542:+	ENSBTAG00000006751	c
10:10637914-10657947:+	ENSBTAG00000006751	c
10:10657810-10669511:+	ENSBTAG00000006751	c
10:10901929-10902783:-	ENSSSCG00000010831	c
10:11114888-11125633:-	ENSBTAG00000001619	c
10:11125506-11139918:-	ENSBTAG00000001619	c
10:11137610-11139918:-	ENSBTAG00000001619	c
10:11344910-11346876:-	ENSSSCG00000010833	c
10:11424535-11444921:-	ENSBTAG00000046956	c
10:11446255-11451376:-	ENSSSCG00000010835	c
10:11446255-11459646:-	ENSSSCG00000010835	c
10:11469820-11472476:+	ENSSSCG00000010836	c
10:11624205-11634100:+	ENSBTAG00000010399	c
10:11624205-11654470:+	ENSBTAG00000010399	c
10:11654268-11654794:+	ENSSSCG00000035479	c
10:11693302-11694808:+	ENSSSCG00000035479	c
10:11786018-11797794:-	ENSSSCG00000034164	c
10:1189828-1211392:-	ENSBTAG00000018852	c
10:11952043-11955077:-	ENSBTAG00000021630	c
10:1198629-1211392:-	ENSBTAG00000018852	c
10:1205158-1226147:-	ENSBTAG00000018852	c
10:12099325-12122529:-	ENSBTAG00000008386	c
10:12106000-12122529:-	ENSBTAG00000008386	c
10:12108338-12122529:-	ENSBTAG00000008386	c
10:12113015-12122529:-	ENSBTAG00000008386	c
10:1211308-1242468:-	ENSBTAG00000018852	c
10:1223370-1242468:-	ENSBTAG00000018852	c
10:12334934-12336447:-	ENSBTAG00000006440	c
10:12343217-12344344:-	ENSBTAG00000006440	c
10:12387507-12391944:-	ENSBTAG00000014807	c
10:12406620-12407807:-	ENSBTAG00000014807	c
10:12407368-12417836:-	ENSSSCG00000028178	c
10:12471547-12477393:+	ENSSSCG00000025686	c
10:12471547-12479287:+	ENSSSCG00000025686	c
10:12489075-12496366:-	ENSBTAG00000015158	c
10:12514888-12517071:-	ENSSSCG00000025290	c
10:12567235-12567656:-	ENSBTAG00000017095	c
10:12569271-12585515:-	ENSBTAG00000017095	c
10:12579150-12602812:-	ENSSSCG00000026705	c
10:12585386-12586531:-	ENSBTAG00000017095	c
10:12595561-12602812:-	ENSSSCG00000026705	c
10:12605494-12607535:-	ENSBTAG00000017095	c
10:12624648-12647330:-	ENSSSCG00000026705	c
10:12624648-12652349:-	ENSSSCG00000026705	c
10:12637343-12654451:-	ENSSSCG00000026705	c
10:12643794-12647330:-	ENSSSCG00000026705	c
10:12643794-12654451:-	ENSSSCG00000026705	c
10:12654333-12657277:-	ENSSSCG00000026705	c
10:12738032-12744135:-	ENSSSCG00000010849	c
10:12750130-12751993:+	ENSBTAG00000018959	c
10:13072131-13089649:+	ENSSSCG00000051138	c
10:13224849-13225097:+	ENSBTAG00000000371	c
10:13367105-13379495:+	ENSBTAG00000005213	c
10:13395615-13399198:-	ENSSSCG00000032397	c
10:13405790-13406459:-	ENSSSCG00000032397	c
10:13410178-13411123:-	ENSSSCG00000032397	c
10:13491754-13527498:-	ENSSSCG00000038646	c
10:13782210-13785985:-	ENSSSCG00000010854	c
10:13996152-14001364:+	ENSBTAG00000012599	c
10:14049497-14050397:-	ENSSSCG00000024180	c
10:14066623-14082877:-	ENSBTAG00000040368	c
10:14082048-14082877:-	ENSBTAG00000040368	c
10:14136880-14145886:-	ENSSSCG00000021310	c
10:14136880-14154272:-	ENSSSCG00000021310	c
10:14217433-14218735:-	ENSSSCG00000023660	c
10:14227777-14268754:+	ENSBTAG00000013638	c
10:14263075-14268754:+	ENSBTAG00000013638	c
10:14657920-14674617:-	ENSSSCG00000010862	c
10:14674519-14678127:-	ENSSSCG00000010862	c
10:14679213-14681291:-	ENSSSCG00000010862	c
10:14774819-14794270:-	ENSSSCG00000010862	c
10:14786193-14792335:-	ENSSSCG00000010862	c
10:14786193-14794270:-	ENSSSCG00000010862	c
10:14826466-14850824:-	ENSSSCG00000010862	c
10:14826466-14884976:-	ENSSSCG00000010862	c
10:14983398-14988547:+	ENSBTAG00000005564	c
10:14987668-15007316:+	ENSBTAG00000005564	c
10:15051105-15053287:+	ENSSSCG00000010863	c
10:15051105-15056946:+	ENSSSCG00000010863	c
10:15051105-15063364:+	ENSSSCG00000010863	c
10:15054185-15056221:-	ENSBTAG00000005565	c
10:15056765-15063364:+	ENSSSCG00000010863	c
10:15056765-15070732:+	ENSSSCG00000010863	c
10:15061268-15063364:+	ENSSSCG00000010863	c
10:15061268-15070732:+	ENSSSCG00000010863	c
10:15063247-15066662:+	ENSSSCG00000010863	c
10:15068986-15070732:+	ENSSSCG00000010863	c
10:15076107-15081536:+	ENSSSCG00000010863	c
10:15083384-15085471:+	ENSSSCG00000010863	c
10:15093186-15095653:+	ENSSSCG00000010863	c
10:15095067-15095653:+	ENSSSCG00000010863	c
10:15236725-15238197:-	ENSSSCG00000010866	c
10:15494693-15535937:-	ENSSSCG00000021132	c
10:16099024-16104580:-	ENSSSCG00000030502	c
10:16099024-16117793:-	ENSSSCG00000030502	c
10:16201081-16206779:+	ENSSSCG00000035136	c
10:16201081-16216636:+	ENSSSCG00000035136	c
10:16201081-16239910:+	ENSSSCG00000035136	c
10:16201081-16359066:+	ENSSSCG00000035136	c
10:16222140-16239910:+	ENSSSCG00000035136	c
10:16271611-16274729:+	ENSSSCG00000035136	c
10:16290080-16296312:+	ENSBTAG00000009983	c
10:16345991-16348572:+	ENSSSCG00000035136	c
10:16345991-16359066:+	ENSSSCG00000035136	c
10:1641002-1682401:+	ENSBTAG00000014750	c
10:1641002-1705222:+	ENSBTAG00000014750	c
10:1641002-1734060:+	ENSBTAG00000014750	c
10:1641002-1740470:+	ENSBTAG00000014750	c
10:16460133-16499371:-	ENSSSCG00000010872	c
10:16460133-16510634:-	ENSSSCG00000010872	c
10:16460133-16522506:-	ENSSSCG00000010872	c
10:16490535-16510634:-	ENSSSCG00000010872	c
10:16490535-16522506:-	ENSSSCG00000010872	c
10:16490535-16607933:-	ENSSSCG00000010872	c
10:16490535-16730354:-	ENSSSCG00000010872	c
10:16499156-16522506:-	ENSSSCG00000010872	c
10:16499156-16607933:-	ENSSSCG00000010872	c
10:16510505-16543241:-	ENSSSCG00000010872	c
10:16510505-16607933:-	ENSSSCG00000010872	c
10:16510505-16730354:-	ENSSSCG00000010872	c
10:16522383-16569899:-	ENSSSCG00000010872	c
10:16522383-16607933:-	ENSSSCG00000010872	c
10:16522383-16730354:-	ENSSSCG00000010872	c
10:16541737-16607933:-	ENSSSCG00000010872	c
10:16541737-16730354:-	ENSSSCG00000010872	c
10:16560320-16607933:-	ENSSSCG00000010872	c
10:16560320-16730354:-	ENSSSCG00000010872	c
10:16569754-16607933:-	ENSSSCG00000010872	c
10:16569754-16730354:-	ENSSSCG00000010872	c
10:16585539-16730354:-	ENSSSCG00000010872	c
10:17229218-17247667:-	ENSSSCG00000010874	c
10:17290671-17295955:+	ENSSSCG00000035850	c
10:17310053-17347866:+	ENSSSCG00000035850	c
10:17315507-17347866:+	ENSSSCG00000035850	c
10:1732623-1740470:+	ENSBTAG00000014750	c
10:17329761-17347866:+	ENSSSCG00000035850	c
10:17339107-17347866:+	ENSSSCG00000035850	c
10:17400003-17402014:+	ENSSSCG00000010876	c
10:1740348-1795444:+	ENSBTAG00000014750	c
10:17488679-17489355:-	ENSSSCG00000010877	c
10:17489226-17491728:-	ENSSSCG00000010877	c
10:17565409-17573560:-	ENSBTAG00000013982	c
10:18449412-18463778:-	ENSSSCG00000022034	c
10:18461764-18463778:-	ENSSSCG00000022034	c
10:18752256-18772464:-	ENSBTAG00000007433	c
10:18789336-18818218:-	ENSBTAG00000007433	c
10:18802525-18846210:-	ENSBTAG00000007433	c
10:18828812-18846210:-	ENSBTAG00000007433	c
10:18829548-18834841:-	ENSSSCG00000022034	c
10:18829548-18861533:-	ENSSSCG00000022034	c
10:18842844-18994673:-	ENSBTAG00000007433	c
10:19074730-19075159:+	ENSSSCG00000010882	c
10:19098553-19109001:+	ENSSSCG00000010882	c
10:19433313-19441358:+	ENSBTAG00000006708	c
10:19440704-19451131:+	ENSBTAG00000006708	c
10:19440704-19460825:+	ENSBTAG00000006708	c
10:19494073-19513580:+	ENSBTAG00000007614	c
10:19552183-19557495:-	ENSBTAG00000001578	c
10:19557374-19570026:-	ENSBTAG00000001578	c
10:19949147-19952852:+	ENSSSCG00000024618	c
10:19961627-19974008:+	ENSBTAG00000004990	c
10:19961627-19988973:+	ENSBTAG00000004990	c
10:19961627-20032730:+	ENSBTAG00000004990	c
10:19980835-19983593:-	ENSSSCG00000010896	c
10:20060943-20073030:-	ENSSSCG00000010897	c
10:20060943-20078273:-	ENSSSCG00000010897	c
10:20063679-20084040:+	ENSBTAG00000004990	c
10:20063739-20084040:+	ENSBTAG00000004990	c
10:20065004-20073030:-	ENSSSCG00000010897	c
10:20065004-20078273:-	ENSSSCG00000010897	c
10:20072900-20078273:-	ENSSSCG00000010897	c
10:20113823-20114702:+	ENSBTAG00000004990	c
10:20178562-20179144:+	ENSSSCG00000021897	c
10:20423358-20429869:-	ENSSSCG00000010900	c
10:20423358-20438201:-	ENSSSCG00000010900	c
10:20423358-20455885:-	ENSSSCG00000010900	c
10:20423358-20481282:-	ENSSSCG00000010900	c
10:20423358-20487072:-	ENSSSCG00000010900	c
10:20423358-20492105:-	ENSSSCG00000010900	c
10:20428974-20481282:-	ENSSSCG00000010900	c
10:20428974-20492105:-	ENSSSCG00000010900	c
10:20438110-20469728:-	ENSSSCG00000010900	c
10:20438110-20481282:-	ENSSSCG00000010900	c
10:20438110-20487072:-	ENSSSCG00000010900	c
10:20438110-20492105:-	ENSSSCG00000010900	c
10:20455783-20481282:-	ENSSSCG00000010900	c
10:20455783-20487072:-	ENSSSCG00000010900	c
10:20455783-20492105:-	ENSSSCG00000010900	c
10:20469602-20487072:-	ENSSSCG00000010900	c
10:20469602-20492105:-	ENSSSCG00000010900	c
10:20481180-20492105:-	ENSSSCG00000010900	c
10:20508014-20536074:-	ENSSSCG00000010900	c
10:22029225-22031291:-	ENSBTAG00000014820	c
10:22742780-22748221:+	ENSSSCG00000024975	c
10:23147935-23150324:-	ENSSSCG00000010912	c
10:23167793-23172062:-	ENSSSCG00000010912	c
10:23289743-23290003:+	ENSSSCG00000027314	c
10:23424597-23430986:+	ENSSSCG00000033737	c
10:24014298-24018647:+	ENSSSCG00000010915	c
10:24129788-24133305:+	ENSSSCG00000039843	c
10:24743012-24779098:-	ENSSSCG00000010928	c
10:24750502-24779098:-	ENSSSCG00000010928	c
10:24751553-24779098:-	ENSSSCG00000010928	c
10:24757286-24759419:-	ENSSSCG00000010928	c
10:24757286-24770435:-	ENSSSCG00000010928	c
10:24757286-24779098:-	ENSSSCG00000010928	c
10:24757286-24780889:-	ENSSSCG00000010928	c
10:24757286-24799565:-	ENSSSCG00000010928	c
10:24760508-24770435:-	ENSSSCG00000010928	c
10:24760508-24779098:-	ENSSSCG00000010928	c
10:24760508-24781769:-	ENSSSCG00000010928	c
10:24761061-24779098:-	ENSSSCG00000010928	c
10:24761061-24780889:-	ENSSSCG00000010928	c
10:24768865-24770435:-	ENSSSCG00000010928	c
10:24768865-24779098:-	ENSSSCG00000010928	c
10:24768865-24781769:-	ENSSSCG00000010928	c
10:24768865-24799565:-	ENSSSCG00000010928	c
10:24770315-24776937:-	ENSSSCG00000010928	c
10:24770315-24779098:-	ENSSSCG00000010928	c
10:24770315-24780889:-	ENSSSCG00000010928	c
10:24770315-24781769:-	ENSSSCG00000010928	c
10:24774959-24779098:-	ENSSSCG00000010928	c
10:24774959-24780889:-	ENSSSCG00000010928	c
10:24774959-24781769:-	ENSSSCG00000010928	c
10:24776755-24779098:-	ENSSSCG00000010928	c
10:24776755-24781769:-	ENSSSCG00000010928	c
10:24778939-24799565:-	ENSSSCG00000010928	c
10:24781610-24784588:-	ENSSSCG00000010928	c
10:24781610-24788445:-	ENSSSCG00000010928	c
10:24788310-24799565:-	ENSSSCG00000010928	c
10:24795545-24799565:-	ENSSSCG00000010928	c
10:24882634-24886140:-	ENSSSCG00000010931, ENSSSCG00000022787	c
10:24882634-24886140:-	ENSSSCG00000022787, ENSSSCG00000010931	c
10:24908902-24912841:-	ENSSSCG00000010931	c
10:24910300-24911744:-	ENSSSCG00000010931	c
10:24910300-24915686:-	ENSSSCG00000010931	c
10:24912669-24915686:-	ENSSSCG00000010931	c
10:25205439-25206443:+	ENSSSCG00000011171	c
10:25521773-25569802:+	ENSSSCG00000027557	c
10:25600745-25606516:-	ENSSSCG00000035956	c
10:25722506-25727818:+	ENSSSCG00000028981	c
10:25754104-25773920:+	ENSSSCG00000039368	c
10:25796201-25797267:+	ENSBTAG00000020421	c
10:25905504-25908072:+	ENSBTAG00000011396	c
10:25905504-25908959:+	ENSBTAG00000011396	c
10:26146316-26218089:-	ENSSSCG00000010941	c
10:26180873-26195694:-	ENSSSCG00000010941	c
10:26180873-26212860:-	ENSSSCG00000010941	c
10:26180873-26218089:-	ENSSSCG00000010941	c
10:26195574-26218089:-	ENSSSCG00000010941	c
10:26879611-26882056:+	ENSSSCG00000033654	c
10:26879611-26890213:+	ENSSSCG00000033654	c
10:27082081-27103419:-	ENSSSCG00000010943	c
10:27671743-27672888:-	ENSSSCG00000010948	c
10:27736836-27748327:-	ENSSSCG00000010949	c
10:27764784-27777737:-	ENSSSCG00000010949	c
10:28372920-28375129:+	ENSBTAG00000016236	c
10:28372920-28381028:+	ENSBTAG00000016236	c
10:28440550-28447569:+	ENSBTAG00000006413	c
10:29004272-29007709:+	ENSSSCG00000010952	c
10:29004272-29015131:+	ENSSSCG00000010952	c
10:29004980-29015131:+	ENSSSCG00000010952	c
10:29004980-29035802:+	ENSSSCG00000010952	c
10:29007620-29015131:+	ENSSSCG00000010952	c
10:29028958-29035802:+	ENSSSCG00000010952	c
10:29037749-29038934:+	ENSSSCG00000010952	c
10:29223950-29230143:-	ENSSSCG00000010956	c
10:29228247-29230143:-	ENSSSCG00000010956	c
10:29274238-29301099:-	ENSSSCG00000010956	c
10:29300931-29304243:-	ENSSSCG00000010956	c
10:29528487-29535329:+	ENSSSCG00000010957	c
10:29731219-29738469:+	ENSBTAG00000025634	c
10:30329692-30358589:-	ENSSSCG00000010959	c
10:30358283-30362299:-	ENSSSCG00000010959	c
10:31034728-31051812:+	ENSSSCG00000021571	c
10:31044472-31051812:+	ENSSSCG00000021571	c
10:31095688-31103898:+	ENSSSCG00000021571	c
10:31153773-31157554:+	ENSSSCG00000026087	c
10:31153773-31175932:+	ENSSSCG00000026087	c
10:31153773-31220915:+	ENSSSCG00000026087	c
10:31157410-31201934:+	ENSSSCG00000026087	c
10:31201781-31220915:+	ENSSSCG00000026087	c
10:31201781-31224915:+	ENSSSCG00000026087	c
10:31215190-31224915:+	ENSSSCG00000026087	c
10:31295416-31297552:+	ENSSSCG00000021005	c
10:31303099-31308910:+	ENSSSCG00000021005	c
10:31579271-31640807:+	ENSSSCG00000010962	c
10:32143131-32144766:-	ENSSSCG00000010968	c
10:32506291-32511978:+	ENSSSCG00000010984	c
10:32511788-32527575:+	ENSSSCG00000010984	c
10:32569927-32570851:-	ENSSSCG00000021761	c
10:32569927-32576571:-	ENSSSCG00000021761	c
10:32700308-32702584:+	ENSSSCG00000024384	c
10:32800583-32819154:+	ENSSSCG00000010987	c
10:32800583-32827084:+	ENSSSCG00000010987	c
10:32817448-32824801:+	ENSSSCG00000010987	c
10:32817448-32827084:+	ENSSSCG00000010987	c
10:32855275-32866152:+	ENSSSCG00000010987	c
10:32859213-32870103:+	ENSSSCG00000010987	c
10:32862722-32868451:+	ENSSSCG00000010987	c
10:32862722-32870103:+	ENSSSCG00000010987	c
10:3304808-3305227:+	ENSBTAG00000011076	c
10:33073680-33094892:-	ENSSSCG00000010994	c
10:33141972-33143114:-	ENSSSCG00000010994	c
10:33141972-33152787:-	ENSSSCG00000010994	c
10:33167906-33173745:-	ENSSSCG00000010994	c
10:33229550-33231237:+	ENSSSCG00000010996	c
10:33229550-33237248:+	ENSSSCG00000010996	c
10:33407787-33423785:+	ENSSSCG00000010999	c
10:33478498-33484011:+	ENSSSCG00000011001, ENSSSCG00000011003	c
10:33478498-33484011:+	ENSSSCG00000011003, ENSSSCG00000011001	c
10:33478498-33494713:+	ENSSSCG00000011001, ENSSSCG00000011003	c
10:33920064-33923221:+	ENSSSCG00000011004, ENSSSCG00000030408	c
10:33923050-33925280:+	ENSSSCG00000011004, ENSSSCG00000030408	c
10:35246788-35247299:-	ENSBTAG00000012015	c
10:35367660-35391064:-	ENSBTAG00000012015	c
10:35367660-35413213:-	ENSBTAG00000012015	c
10:35367660-35428745:-	ENSBTAG00000012015	c
10:35411672-35428745:-	ENSBTAG00000012015	c
10:35604282-35615353:+	ENSBTAG00000014351	c
10:35611461-35615353:+	ENSBTAG00000014351	c
10:35636704-35641105:+	ENSBTAG00000014351	c
10:35655784-35662809:+	ENSBTAG00000014351	c
10:35671440-35679832:+	ENSBTAG00000014351	c
10:35825382-35839273:+	ENSBTAG00000007237	c
10:36600997-36601759:-	ENSBTAG00000010380	c
10:37102049-37104067:+	ENSBTAG00000015138	c
10:37102049-37115057:+	ENSBTAG00000015138	c
10:37102049-37118951:+	ENSBTAG00000015138	c
10:37113198-37115057:+	ENSBTAG00000015138	c
10:37147733-37153108:+	ENSBTAG00000015138	c
10:37666479-37670990:+	ENSBTAG00000008866	c
10:37849994-37852008:+	ENSBTAG00000005661	c
10:37968687-37972380:+	ENSBTAG00000048958	c
10:38063151-38082869:-	ENSBTAG00000006470	c
10:38078482-38094204:-	ENSBTAG00000006470	c
10:38207858-38216018:-	ENSBTAG00000021087	c
10:38366888-38377318:+	ENSBTAG00000013031	c
10:38387970-38389637:+	ENSBTAG00000013031	c
10:38395599-38396087:+	ENSSSCG00000011010	c
10:39336825-39338712:-	ENSSSCG00000011069	c
10:39336825-39368096:-	ENSSSCG00000011069	c
10:39441866-39446755:-	ENSSSCG00000011069	c
10:39441866-39450421:-	ENSSSCG00000011069	c
10:3976098-4002394:-	ENSBTAG00000014027	c
10:3983320-3991396:-	ENSBTAG00000014027	c
10:39984145-39991160:+	ENSSSCG00000011013	c
10:39984145-39996009:+	ENSSSCG00000011013	c
10:40015292-40018911:+	ENSSSCG00000011013	c
10:4072826-4079033:-	ENSBTAG00000001895	c
10:4072826-4094248:-	ENSBTAG00000001895	c
10:40771582-40772503:+	ENSSSCG00000011018	c
10:40771582-40774047:+	ENSSSCG00000011018	c
10:40771582-40779764:+	ENSSSCG00000011018	c
10:40771582-40782464:+	ENSSSCG00000011018	c
10:40771582-40790913:+	ENSSSCG00000011018	c
10:4125589-4129320:-	ENSBTAG00000001898	c
10:41343312-41360718:+	ENSSSCG00000011022	c
10:41386789-41403128:+	ENSSSCG00000011022	c
10:41434068-41434472:+	ENSSSCG00000011022	c
10:41434068-41436115:+	ENSSSCG00000011022	c
10:41590040-41725155:-	ENSSSCG00000011023	c
10:41673190-41725155:-	ENSSSCG00000011023	c
10:41675567-41730537:-	ENSSSCG00000011023	c
10:42147409-42194913:+	ENSSSCG00000011025	c
10:42177771-42194913:+	ENSSSCG00000011025	c
10:42192451-42194913:+	ENSSSCG00000011025	c
10:42464387-42468179:-	ENSSSCG00000011026	c
10:42468076-42479927:-	ENSSSCG00000011026	c
10:42468076-42490463:-	ENSSSCG00000011026	c
10:42552537-42555555:-	ENSSSCG00000011026	c
10:42644362-42672427:-	ENSSSCG00000011027	c
10:42646860-42647382:-	ENSSSCG00000011027	c
10:42649417-42651316:-	ENSSSCG00000011027	c
10:42669133-42669632:-	ENSSSCG00000011027	c
10:42670778-42672427:-	ENSSSCG00000011027	c
10:42852935-42855553:-	ENSSSCG00000011028	c
10:43076334-43080112:-	ENSBTAG00000005550	c
10:43076334-43085570:-	ENSBTAG00000005550	c
10:43101511-43132803:-	ENSBTAG00000005550	c
10:43109954-43132803:-	ENSBTAG00000005550	c
10:43177986-43214396:-	ENSBTAG00000015200	c
10:43188319-43214396:-	ENSBTAG00000015200	c
10:43323421-43377986:-	ENSSSCG00000011030	c
10:43369377-43384718:-	ENSBTAG00000014792	c
10:43373890-43377986:-	ENSSSCG00000011030	c
10:43443983-43446589:-	ENSSSCG00000021309	c
10:43448480-43453197:-	ENSSSCG00000021309	c
10:43537611-43541372:-	ENSBTAG00000001539	c
10:43606149-43614408:-	ENSSSCG00000011034	c
10:43918172-43918659:-	ENSSSCG00000038007	c
10:43967032-43996556:+	ENSSSCG00000011036	c
10:43994554-43996556:+	ENSSSCG00000011036	c
10:44868318-44869288:-	ENSBTAG00000021945	c
10:44904975-44908936:-	ENSBTAG00000021945	c
10:44909342-44928995:-	ENSSSCG00000011041	c
10:44909342-44954321:-	ENSSSCG00000011041	c
10:44916927-44935556:-	ENSSSCG00000011041	c
10:44916927-44947188:-	ENSSSCG00000011041	c
10:44916927-44954321:-	ENSSSCG00000011041	c
10:44928913-44935556:-	ENSSSCG00000011041	c
10:44928913-44947188:-	ENSSSCG00000011041	c
10:44928913-44954321:-	ENSSSCG00000011041	c
10:44934035-44935556:-	ENSSSCG00000011041	c
10:44934035-44947188:-	ENSSSCG00000011041	c
10:44934035-44954321:-	ENSSSCG00000011041	c
10:45130707-45142435:+	ENSSSCG00000011042	c
10:45401044-45401522:-	ENSSSCG00000022953	c
10:45555428-45556302:-	ENSBTAG00000015808	c
10:45613220-45614472:-	ENSBTAG00000014493	c
10:45778335-45781795:+	ENSBTAG00000016823	c
10:45992308-46002543:+	ENSSSCG00000011045	c
10:45992308-46006364:+	ENSSSCG00000011045	c
10:45992308-46022353:+	ENSSSCG00000011045	c
10:45992308-46027671:+	ENSSSCG00000011045	c
10:46002428-46006364:+	ENSSSCG00000011045	c
10:46002428-46022353:+	ENSSSCG00000011045	c
10:46002428-46047270:+	ENSSSCG00000011045	c
10:46235564-46236520:+	ENSBTAG00000053677	c
10:46235564-46243086:+	ENSBTAG00000053677	c
10:46358343-46359432:+	ENSBTAG00000054388	c
10:46376270-46378158:+	ENSBTAG00000019474	c
10:46455046-46463789:-	ENSBTAG00000008805	c
10:46455046-46485029:-	ENSBTAG00000008805	c
10:46460072-46481040:-	ENSBTAG00000008805	c
10:46463705-46485029:-	ENSBTAG00000008805	c
10:46538291-46569174:+	ENSSSCG00000011047	c
10:46680800-46686052:+	ENSSSCG00000026499	c
10:46680800-46694813:+	ENSSSCG00000026499	c
10:46680800-46706608:+	ENSSSCG00000026499	c
10:46690146-46690694:+	ENSSSCG00000026499	c
10:46706437-46717523:+	ENSSSCG00000026499	c
10:46911903-46921751:-	ENSSSCG00000011051	c
10:4733687-4737196:+	ENSBTAG00000051386	c
10:47429162-47455498:-	ENSBTAG00000003667	c
10:48082982-48093260:+	ENSBTAG00000038920	c
10:48101947-48110019:-	ENSSSCG00000026354	c
10:48101947-48122377:-	ENSSSCG00000026354	c
10:48102829-48110773:+	ENSBTAG00000038920	c
10:48119821-48123088:+	ENSBTAG00000038920	c
10:48140465-48143066:+	ENSBTAG00000038920	c
10:48140465-48144363:+	ENSBTAG00000038920	c
10:48144215-48157666:+	ENSBTAG00000038920	c
10:48176925-48188550:+	ENSBTAG00000038920	c
10:48206020-48209078:+	ENSSSCG00000032984	c
10:48206020-48213577:+	ENSSSCG00000032984	c
10:48206020-48225744:+	ENSSSCG00000032984	c
10:48208955-48257823:+	ENSSSCG00000032984	c
10:48499312-48507450:-	ENSSSCG00000035059	c
10:48501103-48505841:-	ENSSSCG00000035059	c
10:48501103-48507450:-	ENSSSCG00000035059	c
10:48532137-48562529:-	ENSSSCG00000023247, ENSSSCG00000035059	c
10:48538969-48550130:-	ENSSSCG00000035059, ENSSSCG00000023247	c
10:48538969-48553657:-	ENSSSCG00000035059, ENSSSCG00000023247	c
10:48538969-48562529:-	ENSSSCG00000023247, ENSSSCG00000035059	c
10:48540911-48551873:-	ENSSSCG00000023247, ENSSSCG00000035059	c
10:48547631-48562529:-	ENSSSCG00000035059, ENSSSCG00000023247	c
10:48572387-48573940:-	ENSSSCG00000023247	c
10:48702208-48703265:-	ENSSSCG00000011068	c
10:48719023-48735750:-	ENSSSCG00000011068	c
10:4872665-4878989:+	ENSBTAG00000016644	c
10:4872665-4889828:+	ENSBTAG00000016644	c
10:48735608-48739057:-	ENSSSCG00000011068	c
10:48811920-48817035:-	ENSSSCG00000011068	c
10:48811920-48819897:-	ENSSSCG00000011068	c
10:48813619-48814435:-	ENSSSCG00000011068	c
10:48814822-48820979:-	ENSSSCG00000011068	c
10:48814822-48827379:-	ENSSSCG00000011068	c
10:48815858-48818387:-	ENSSSCG00000011068	c
10:48816879-48818387:-	ENSSSCG00000011068	c
10:48818274-48824559:-	ENSSSCG00000011068	c
10:48818274-48827379:-	ENSSSCG00000011068	c
10:48818274-48832007:-	ENSSSCG00000011068	c
10:48819834-48824559:-	ENSSSCG00000011068	c
10:48820846-48824559:-	ENSSSCG00000011068	c
10:48820846-48827379:-	ENSSSCG00000011068	c
10:48831897-48849331:-	ENSSSCG00000011068	c
10:48839071-48849331:-	ENSSSCG00000011068	c
10:48869558-48873577:+	ENSSSCG00000011065	c
10:48873271-48873577:+	ENSSSCG00000011065	c
10:48892861-48895843:-	ENSSSCG00000011064	c
10:48901135-48907143:-	ENSSSCG00000011064	c
10:48901135-48911562:-	ENSSSCG00000011064	c
